"region","context","sex","year","diagnoses","retested","prop_retested","prop_lower","prop_upper"
"regional","gp","all","2016",62,25,0.403225806451613,0.283031808835486,0.53543521454092
"regional","gp","female","2016",51,24,0.470588235294118,0.33157868041598,0.614002569168451
"regional","gp","male","2016",11,1,0.0909090909090909,0.00476387237226036,0.428830807642639
"regional","shc","all","2016",325,91,0.28,0.232533401947734,0.332767408475485
"regional","shc","female","2016",116,35,0.301724137931034,0.221808619665005,0.394994377129355
"regional","shc","male","2016",209,56,0.267942583732057,0.210300987398336,0.334290647937132
"remote","gp","all","2016",0,0,NA,NA,NA
"remote","gp","female","2016",0,0,NA,NA,NA
"remote","gp","male","2016",0,0,NA,NA,NA
"remote","shc","all","2016",7,1,0.142857142857143,0.00750281623486836,0.579921656849474
"remote","shc","female","2016",5,0,0,0,0.537056017467523
"remote","shc","male","2016",2,1,0.5,0.0945312057342307,0.905468794265769
"urban","gp","all","2016",260,121,0.465384615384615,0.403820644777433,0.52798830374202
"urban","gp","female","2016",94,35,0.372340425531915,0.276594540206028,0.478644765242826
"urban","gp","male","2016",166,86,0.518072289156627,0.439556696537995,0.595738340356395
"urban","shc","all","2016",1860,667,0.358602150537634,0.336854182470539,0.380940153644348
"urban","shc","female","2016",600,186,0.31,0.273499493545657,0.34897218784727
"urban","shc","male","2016",1260,481,0.381746031746032,0.35492893328742,0.409292615783784
"regional+remote","gp","all","2016",0,0,NA,NA,NA
"regional+remote","gp","female","2016",0,0,NA,NA,NA
"regional+remote","gp","male","2016",0,0,NA,NA,NA
"regional+remote","shc","all","2016",332,92,0.27710843373494,0.23031312765838,0.329161113346165
"regional+remote","shc","female","2016",121,35,0.289256198347107,0.212264752122088,0.379868064448775
"regional+remote","shc","male","2016",211,57,0.270142180094787,0.21256942082987,0.33625628378669
